마을명,시군구명,읍면동명,행정리명,관광지명,관광지유형,소재지도로명주소,소재지지번주소,위도,경도,면적,지정일자,수용인원수,주차가능수,관광지소개,휴무일,운영시간,요금정보,주요목적,편의시설,관리기관명,관리기관전화번호,데이터기준일자
김녕리마을,제주시,구좌읍,김녕리,김녕사굴,동굴,,제주특별자치도 제주시 구좌읍 김녕리 201-4,33.54388265,126.7754742,,,,,1962년 12월 3일 만장굴과 함께 천연기념물 제98호로 지정됨,,,,동굴 방문 ,,김녕사굴,064-783-5412,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,제주어른이집,레저+테마,제주특별자치도 제주시 구좌읍 김녕로4길 30,제주특별자치도 제주시 구좌읍 김녕리 2540,33.55264572,126.7439009,,,,,어른 아이 상관없이 누구나 즐길 수 있는 복합놀이문화공간,월요일,(평일+주말)10:00~22:00,,레저 ,단체석+주차장+포장+배달+예약+무료WIFI+화장실,제주어른이집,0507-1368-4718,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕금속공예벽화마을,문화거리,,제주특별자치도 제주시 구좌읍 김녕리 4026,33.55763916,126.7476148,,,,,‘다시방 프로젝트’에 의해 10명의 예술가들이 버려지는 금속 제품과 제주의 현무암을 이용하여 벽화 마을로 탈바꿈함,연중무휴,(평일+주말+공휴일)00:00~24:00,,예술+경관 구경,,제주특별자치도 제주시 구좌읍 김녕리사무소,064-783-5040,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,묘산봉오름,오름,,제주특별자치도 제주시 구좌읍 김녕리 2723,33.54366746,126.744681,157609,,,,고양이가 누워있는 것처럼 보이는 오름,,,,오름 등반,,제주도청,064-120,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,입산봉(삿갓오름),오름,,제주특별자치도 제주시 구좌읍 김녕리 1037-2,33.54756695,126.7582016,314656,,,,산모양이 마치 삿갓을 뒤집어 놓은 것과 같이 보인다 하여 삿갓오름 또는 입산봉이라 불림,,,,오름 등반,,제주도청,064-120,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,청굴물,자연물,,제주특별자치도 제주시 구좌읍 김녕리 1296-1,33.55829321,126.7511531,,,,,용천수로써 김녕 해수욕장과 김녕 금속공예마을 사이에 위치한 물놀이 장소,,,,물놀이 ,,,,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕성세기해변인증센터,자전거길,제주특별자치도 제주시 구좌읍 해맞이해안로 9,제주특별자치도 제주시 구좌읍 김녕리 497-4,33.55685446,126.759923,,,,,김녕해수욕장 입구 쪽 주차장에 위치한 자전거여행 인증센터,,,,자전거 타기,,,,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕항,항구,,제주특별자치도 제주시 구좌읍 김녕리 4211,33.55977253,126.7373134,,,,,맑고 푸른 바다와 다양한 형태의 기암절벽이 조화를 이루고 있는 경관을 볼 수 있는 곳,,,,,,,,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕해수욕장,해수욕장+해변,,제주특별자치도 제주시 구좌읍 김녕리 497-4,33.5574303,126.7593156,49000,,,200,코발트 빛 바다와 질 좋은 모래사장,동절기+간절기,,,물놀이+수상 레저,공용주차장+화장실+흡연구역+편의점+음료대+유도 및 안내시설,김녕해수욕장,064-728-3988,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,세기알 해변,해수욕장+해변,,제주특별자치도 제주시 구좌읍 김녕리 1200-5,33.55789842,126.7555049,,,,,김녕해수욕장으로부터 500m이내에 스노클링 장소로 유명한 곳,,,,물놀이+스노클링 ,,제주시청,064-120,2022-09-30
덕천리마을,제주시,구좌읍,덕천리,덕천리 팔자 좋아 길,마을길,,제주특별자치도 제주시 구좌읍 덕천리 산77-1,33.4826077,126.7462832,,,,,"웃못연못을 시작으로 숲터널, 사근이오름을 거쳐 상덕천삼거리, 북오름굴 고사리 밭, 주체오름까지 돌아보고 다시 삼덕천삼거리로 돌아오는 8자 모양의 길",,,,숲길 산책,,제주특별자치도 제주시 구좌읍 덕천리사무소,064-783-5965,2022-09-30
덕천리마을,제주시,구좌읍,덕천리,북오름,오름,,제주특별자치도 제주시 구좌읍 덕천리 산 69,33.48728788,126.7401714,168850,,,,"제주특별자치도 제주시 구좌읍 덕천리에 있는 오름, 명칭은 오름의 형상이 북을 닮은 데에서 유래함",,,,오름 등반 ,,제주도청,064-120,2022-09-30
덕천리마을,제주시,구좌읍,덕천리,어대오름,오름,,제주특별자치도 제주시 구좌읍 덕천리 509-1,33.49564902,126.7608319,117905,,,,"기생 화산, 제주특별자치도 제주시 구좌읍 덕천리에 있는 오름, 어두름 또는 어대악(御帶岳, 魚岱岳)이라고도 함",,,,오름 등반 ,,제주도청,064-120,2022-09-30
동복리마을,제주시,구좌읍,동복리,제주바다체험장,체험,,제주특별자치도 제주시 구좌읍 동복리 608-3,33.55474587,126.7217064,,,,,다양한 해산물 직접 잡고 만질 수 있음. 실내에 위치하여 날씨에 상관없음,,,,체험,,제주바다체험장,064-784-5757,2022-09-30
동복리마을,제주시,구좌읍,동복리,동복관광체험어장,체험,제주특별자치도 제주시 구좌읍 구좌해안로 35,제주특별자치도 제주시 구좌읍 동복리 687-10,33.55590229,126.718771,,,,,직접 해산물을 채취해 볼 수 있는 체험장. 잡은 해산물을 가져가서 요리도 가능함,,,,체험,,,,2022-09-30
상도리마을,제주시,구좌읍,상도리,해녀박물관,박물관,제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 상도리 3204-1,33.52351244,126.8628811,,,,,바당의 어멍 제주 해녀의 삶을 느낄 수 있는 곳,월요일,(평일+주말)09:00~17:00,1100원(개인25세이상64세까지)+800원(단체25세이상64세까지)+500원(개인13세이상24세까지)+300원(단체13세이상24세까지)+무료(어린이개인+어린이단체),공연+전시,공용주차장+화장실+무료WIFI+음료대+유도 및 안내시설+경보 및 피난시설+임산부휴게시설+엘리베이터,제주도청,064-120,2022-09-30
상도리마을,제주시,구좌읍,상도리,마이시크릿포레스트,자연공원,제주특별자치도 제주시 구좌읍 상도동길 124-46,제주특별자치도 제주시 구좌읍 상도리 산 46-3,33.50285255,126.8694193,,,,,옛 쓰레기 매립장이 사람들의 따뜻한 참여와 함께 신선한 향이 가득하게 재탄생한 숲이며 이니스프리가 관리함,,,,산책,,,02-6008-2461,2022-09-30
세화마을,제주시,구좌읍,세화리,다랑쉬굴,굴,,제주특별자치도 제주시 구좌읍 세화리 2608-3,33.4679956,126.8313463,,,,,"4·3사건 당시 하도리, 종달리 주민 11명이 피신해 살다가 굴이 발각되어 집단희생 당한 곳",,,,,,,,2022-09-30
세화마을,제주시,구좌읍,세화리,다랑쉬오름,오름,,제주특별자치도 제주시 구좌읍 세화리 산6 ,33.47768541,126.8215343,800463,,,,"산봉우리의 분화구가 마치 달처럼 둥글게 보인다 하여 다랑쉬(도랑쉬, 달랑쉬)라 불렸다는 설과, 높다는 뜻의 '달'에 봉우리의 뜻을 가진 '수리(쉬)'가 합쳐져 불려진 이름이라는 주장이 있는 오름",,,,오름 등반,,제주도청,064-120,2022-09-30
세화마을,제주시,구좌읍,세화리,세화해변,해변,제주특별자치도 제주시 구좌읍 해녀박물관길 27,제주특별자치도 제주시 구좌읍 세화리 1-1,33.52514366,126.8602546,,,,,인생 사진을 남길 수 있는 인생 바다,,,무료,해수욕,공용주차장+화장실+편의점+음료대+유도 및 안내시설,제주시청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,SN박물관(스누피가든),관람공원,제주특별자치도 제주시 구좌읍 금백조로 930,제주특별자치도 제주시 구좌읍 송당리 2303-3,33.4441771,126.7782184,,,,,피너츠 에피소드를 자연 속에서 직접 경험하면서 휴식을 통한 위로를 얻는 곳,연중무휴,(하절기)09:00~19:00+(동절기)09:00~18:00,18000원(성인개인)+15000원(청소년개인+성인단체)+13000원(청소년단체)+12000원(어린이개인)+11000원(어린이단체)+9000원(장애인+국가유공자)+20%할인(제주도민+경로65세이상),관람+체험,화장실+내부카페+엘리베이터,스누피가든,064-903-1111,2022-09-30
송당리마을,제주시,구좌읍,송당리,비밀의 숲,산림목,,제주특별자치도 제주시 구좌읍 송당리 2173,33.45360692,126.7549294,,,,,안돌오름 안에 있는 사유지에서 즐기는 산림욕,연중무휴,(평일+주말)09:00~18:30,3000원(성인)+2000원(65세이상)+1000원(7세이하)+무료(3세이하),산림욕,비포장도로초입화장실,비밀의숲,0507-1323-4609,2022-09-30
송당리마을,제주시,구좌읍,송당리,솔트리수목원,수목원,제주특별자치도 제주시 구좌읍 번영로 2063,제주특별자치도 제주시 구좌읍 송당리 산 126-1,33.43487908,126.7441828,,,,,55년 넘게 가꾼 만 그루가 넘는 나무로 꾸민 수목원,월요일,(하절기)10:00~18:00+(동절기)09:30~17:30,20000원(성인)+무료(36개월이하),수목원 산책,공중화장실+북카페,솔트리수목원,064-784-0989,2022-09-30
송당리마을,제주시,구좌읍,송당리,안돌오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 66-2,33.45783281,126.7558722,298148,,,,"말굽형 화구를 이루면서, 화구 안사면의 골이 패인 곳에서만 유일하게 나무가 우거져 자연림의 숲을 이루고 있는 곳",연중무휴,(평일+주말)09:00~18:30,3000원(1인당),오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,밧돌오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 66-1 ,33.46071488,126.7600727,372226,,,,"오름 전체에 초지가 있어서 마소들이 있으며, 소나무와 멍게덩굴 등이 자라고 있음. 등성이에도 여러 종류의 야생화가 계절에 따라 피어남",,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,아부오름,오름,,제주특별자치도 제주시 구좌읍 송당리 2263,33.44858192,126.7772123,314926,,,,오름 둘레까지 어렵지 않게 오를 수 있고 제주오름의 모습을 가깝게 느낄 수 있어 최근 각광 받는 곳,,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,거슨새미오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 145,33.4502293,126.7601311,661438,,,,"해발 380m이며 정상에는 경방 초소가 있고, 전망이 좋은 곳",,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,높은오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 213-1,33.45641056,126.7930685,951657,,,,"주변 일대에서 유일하게 고도가 400m이상 되는 오름으로 능선미가 선하고, 주위에 산재 된 뭇 오름을 압도하는 느낌을 주어 높은오름이라고 불리는 곳",,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,돛오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 3,33.48107879,126.8015043,430425,,,,"비자림 서남쪽으로 이어져 있는 오름으로 풍만한 산체를 이루며, 산정부에서 북동쪽으로 얕게 골이 패어 있는 원형 분화구를 가진 오름",,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,당오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 199-1,33.46659854,126.7786077,141135,,,,전체적으로 나직하고 둥그스름한 몸집에 북서쪽으로 침식된 말굽형 화구를 지닌 화산체,,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,비치미오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 255-1,33.42755752,126.7632392,388793,,,,북동향으로 벌어진 말굽형 화구를 가지고 있는 오름,,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,민오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 156,33.43633836,126.7627906,412245,,,,말굽형 화구를 이루면서 두 봉우리가 서남 동북방향으로 서로 마주보기 있는 형태의 오름,,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,안친오름,오름,,제주특별자치도 제주시 구좌읍 송당리 880-1,33.47846757,126.7859609,46443,,,,"높이 192m, 둘레 924m, 총면적 4만 6443m² 규모의 기생 화산",,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,성불오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산 266,33.42212636,126.7499913,380707,,,,송당리에 위치한 소화산체,,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,문석이오름,오름,,제주특별자치도 제주시 구좌읍 송당리 산234 ,33.44641863,126.7945173,228379,,,,가파른 북쪽 비탈면 위쪽은 억새와 잡초로 덮여 있고 아래쪽은 인공적으로 심은 삼나무로 덮여 있음,,,,오름탐방,,제주도청,064-120,2022-09-30
송당리마을,제주시,구좌읍,송당리,말방목공원,자연공원,제주특별자치도 제주시 구좌읍 금백조로 865-1,제주특별자치도 제주시 구좌읍 송당리 2458,33.4419933,126.7848137,,,,,"산책로, 말 먹이주기 체험 등을 무료로 할 수 있는 곳",,,,자연공원 방문,,말방목공원,,2022-09-30
송당리마을,제주시,구좌읍,송당리,동쪽송당,종합공원,제주특별자치도 제주시 구좌읍 비자림로 1181 ,제주특별자치도 제주시 구좌읍 송당리 2635-3,33.43548274,126.731196,,,,,창업주 강동화회장이 도민과 관광객을 위해 개원한 종합공원,연중무휴,(평일+주말)09:00~18:00,,자연공원 방문,주차장+화장실,동쪽송당,064-743-5000,2022-09-30
월정리마을,제주시,구좌읍,월정리,만장굴,동굴,제주특별자치도 제주시 구좌읍 만장굴길 182,제주특별자치도 제주시 구좌읍 월정리 산 41-5,33.52844651,126.7713399,,,,,천연 기념물 제98호로 수십만 년 전에 형성된 동굴로서 내부의 형태와 지형이 잘 보존되어 있는 제주도의 용암동굴,매월1번째수요일,(평일+주말+공휴일)09:00~18:00,4000원(성인개인)+3000원(성인단체)+2000원(청소년개인+군인개인+어린이개인)+1500원(청소년단체+군인단체+어린이단체),동굴방문 ,공용주차장+현금결제+카드결제+화장실+무료WIFI+편의점+음료대,만장굴,064-710-7903,2022-09-30
월정리마을,제주시,구좌읍,월정리,월정리해수욕장,해수욕장+해변,,제주특별자치도 제주시 구좌읍 월정리 33-3,33.55646353,126.7958051,,,,,제주도의 동쪽에 위치하고 있는 마을인 월정리의 에메랄드 빛의 풍경화처럼 아름다운 해변,,,무료,물놀이,공용주차장+화장실+편의점+음료대+유도 및 안내시설,월정리해수욕장종합상황실,064-728-3906,2022-09-30
종달리마을,제주시,구좌읍,종달리,종달고망난돌쉼터,근린공원,,제주특별자치도 제주시 구좌읍 종달리 112-4,33.51019382,126.9068362,,,,,"종달해안도로를 지나다 하도해수욕장에 도달할 때 쯤 고망난돌쉼터를 만날 수 있으며, 빠름을 좋아하는 사람들에게는 그 모습을 드러내지 않는 곳이기도 함. 지나치기 쉬운 숨은 명소",,,,공원 산책,,,,2022-09-30
종달리마을,제주시,구좌읍,종달리,용눈이오름,오름,,제주특별자치도 제주시 구좌읍 종달리 산 28,33.45988068,126.8326771,404264,,,,"능선의 아름다움을 뽐내는 오름, 김영갑 작가가 사랑한 오름. 2023년 1월 31일까지 자연휴식년제(출입제한)을 시행",,,,오름탐방,,제주도청,064-120,2022-09-30
종달리마을,제주시,구좌읍,종달리,손지오름,오름,,제주특별자치도 제주시 구좌읍 종달리 산 52,33.45528416,126.8194209,279921,,,,한라산의 축소판이라 해서 한라산의 손자라는 의미로 ‘손지오름’이라 불리는 오름,,,,오름탐방,,제주도청,064-120,2022-09-30
종달리마을,제주시,구좌읍,종달리,지미봉,오름,,제주특별자치도 제주시 구좌읍 종달리 산 3-1,33.49931485,126.9024383,423814,,,,종달마을 입구 동쪽 방향에 위치한 오름으로 올레21코스에 자리해 관광객이 많은 찾는 곳,,,,오름탐방,,제주도청,064-120,2022-09-30
종달리마을,제주시,구좌읍,종달리,동검은이오름,오름,,제주특별자치도 제주시 구좌읍 종달리 산 70 ,33.44894445,126.8036695,466283,,,,"일반적인 오름들처럼 둥글고 매끄러운 모습이 아니라 능선이 끊어질 듯 이어지며, 멀리서 보면 여러 개의 오름인 듯 보이는 모양을 하고 있음",,,,오름탐방,공영주차장,제주도청,064-120,2022-09-30
종달리마을,제주시,구좌읍,종달리,종달리해변,해변,,제주특별자치도 제주시 구좌읍 종달리 565-72,33.4963249,126.909875,,,,,비교적 잘 알려지지 않아 조용한 해변,,,,해변 산책,,,064-728-7711,2022-09-30
평대리마을,제주시,구좌읍,평대리,메이즈랜드,테마파크,제주특별자치도 제주시 구좌읍 비자림로 2134-47 ,제주특별자치도 제주시 구좌읍 평대리 3322,33.48825681,126.8008746,,,,,"돌, 바람, 여자를 테마로 조성된 미로공원",연중무휴,(평일+주말)09:00~18:00,11000원(성인개인)+9000원(성인단체+청소년개인)+8000원(어린이개인)+7000원(청소년단체)+6500원(어린이단체)+5000원(장애인개인)+3000원(장애인단체),미로공원 ,장애인전용주차장+유모차+휠체어대여+전기자동차충전소 ,메이즈랜드,064-784-3838,2022-09-30
평대리마을,제주시,구좌읍,평대리,평대리해변,해변,,제주특별자치도 제주시 구좌읍 평대리 1994-20,33.53352542,126.8408627,,,,,"월정리해변과 세화해변 사이에 자리하고 있으며, 동쪽바다의 정취를 호젓하게 즐길 수 있는 곳",,,,물놀이,공용주차장+화장실,제주특별자치도 제주시 조천읍사무소,064-728-7882,2022-09-30
평대리마을,제주시,구좌읍,평대리,비자림,휴양림,,제주특별자치도 제주시 구좌읍 평대리 산 15,33.49040792,126.8099865,,,,,"천연기념물 제374호. 구좌읍 평대리에서 서남쪽으로 6km 되는 지점에 448,165㎡ 면적에 500∼800년생 비자나무 2,570그루가 밀집하여 이룬 군락",연중무휴,(평일+주말)09:00~18:00,3000원(성인개인)+2500원(성인단체)+1500원(청소년개인+어린이개인)+1000원(청소년단체+어린이단체),산림욕,공용주차장+현금결제+카드결제+화장실+무료WIFI,비자림,064-710-7912,2022-09-30
하도리마을,제주시,구좌읍,하도리,문주란 자생지,관광+명소,,제주특별자치도 제주시 구좌읍 하도리 산 85,33.5237462,126.9026747,160,,,,토끼섬에 있는 우리나라 유일의 문주란 자생지로 천연기념물 19호,,,,도보여행,,제주특별자치도 제주시 구좌읍 하도리사무소,064-783-3001,2022-09-30
하도리마을,제주시,구좌읍,하도리,하도리 철새도래지,관람공원,,제주특별자치도 제주시 구좌읍 하도리 53-2,33.51041988,126.8963179,,,,,월동하러 가는 철새들의 은신처,,,,철새 관람,공용주차장,,,2022-09-30
하도리마을,제주시,구좌읍,하도리,하도해변,해수욕장+해변,,제주특별자치도 제주시 구좌읍 하도리 52-1,33.51305497,126.8992316,,,,,수심이 얕아 어린아이들도 물놀이 하기 좋은 동쪽의 작은 해변,,,,물놀이,공용주차장+화장실+음료대+유도 및 안내시설+경보 및 피난시설,제주시청,064-120,2022-09-30
한동리마을,제주시,구좌읍,한동리,둔지봉,오름,,제주특별자치도 제주시 구좌읍 한동리 산 40,33.50274116,126.7954013,360185,,,,​‘둔지’는 제주 방언으로 ‘평지보다 조금 높은 곳’을 가리키는 말로 제주도를 한눈에 내려다볼 수 있음,,,,오름탐방,,제주특별자치도 제주시 구좌읍 한동리사무소,064-783-2619,2022-09-30
고내리마을,제주시,애월읍,고내리,고내리 다락쉼터,공원,,제주특별자치도 제주시 애월읍 고내리 462,33.47052109,126.3408735,,,,,고내리 다락쉼터는 제주시 애월읍 고내리 해안가에 있는 조그마한 공원이자 쉼터,연중무휴,(평일+주말+공휴일)00:00~24:00,무료,쉼터,화장실,,,2022-09-30
고내리마을,제주시,애월읍,고내리,고내리포구,포구,,제주특별자치도 제주시 애월읍 고내리 1156-4,33.46716299,126.337548,,,,,제주올레 15코스의 시작점이기도 한 고내리포구의 앞바다에는 고깃배가 정박해 있어 소박한 제주 바다의 풍경을 만나볼 수 있으며 방파제에서는 낚시도 가능,연중무휴,(평일+주말+공휴일)00:00~24:00,무료,어선정박,주차장+화장실,,,2022-09-30
곽지리마을,제주시,애월읍,곽지리,문서프,서핑,제주특별자치도 제주시 애월읍 곽지7길 1,제주특별자치도 제주시 애월읍 곽지리 1635,33.45006976,126.308397,,2016-04-01,,5,아름다운 에메랄드 빛 바다에서 여유롭게 즐기는 서핑,연중무휴,(서핑강습)07:00~19:00+(서핑강습문의)10:00~20:00+(카페)09:00~20:00,50000원(2시간풀강습)+70000원(3시간풀강습)+60000원(자유서핑패키지)+30000원(3시간보드렌탈)+50000원(종일보드렌탈)+10000원(슈트렌탈),서핑강습,샤워실+주차장,문서프,,2022-09-30
곽지리마을,제주시,애월읍,곽지리,곽지해수욕장야영장,캠핑장,,제주특별자치도 제주시 애월읍 곽지리 1565,33.45028883,126.3052494,,,,,바다 뷰와 야자수 그늘이 있는 캠핑장,연중무휴,,10000원,해수욕장,화장실+개수대+주차장,곽지해수욕장 종합상황실,064-728-3985,2022-09-30
곽지리마을,제주시,애월읍,곽지리,곽지해수욕장,해수욕장,,제주특별자치도 제주시 애월읍 곽지리 1565,33.45057861,126.3046716,,,,30,시원한 용천수를 뿜어내는 노천탕이 있는 곳,동절기+간절기,(평일+주말+공휴일)00:00~24:00,무료,해수욕장,주차장+화장실+편의점+음료대+유도 및 안내시설,곽지해수욕장 종합상황실,064-728-3985,2022-09-30
구엄어촌체험마을,제주시,애월읍,구엄리,구엄리돌염전,돌 염전,,제주특별자치도 제주시 애월읍 구엄리 1254-1,33.48342901,126.3764913,,,,,구엄리의 포구를 지나면 만나는 구엄리 돌염전은 넓게 드러누운 현무암 위에 소금을 생산하던 장소,연중무휴,,무료,염전,주차장,,,2022-09-30
금성리마을,제주시,애월읍,금성리,갑자기 히어로즈 벽화길,벽화길,제주특별자치도 제주시 애월읍 금성1길 29-3,제주특별자치도 제주시 애월읍 금성리 569,33.44744735,126.3001742,,,,,제주도 마을 곳곳의 민원을 해결해주는 취지의 프로그램인 갑자기 히어로즈에서 진행한 마을 꾸미기 프로젝트의 일화로 제주시 애월읍 금성리 마을 해안도로에 조성된 벽화 거리,연중무휴,(평일+주말+공휴일)00:00~24:00,무료,산책로,,,,2022-09-30
금성리마을,제주시,애월읍,금성리,금성포구,포구,,제주특별자치도 제주시 애월읍 금성리 573-1,33.44683455,126.2982298,,,,,"애월읍 금성천 하구에 있는 오래된 포구로, 옛날 마한시대 이전부터 육지와 중국을 왕래하는 선박이 드나들었던 유래가 깊은 포구",연중무휴,(평일+주말+공휴일)00:00~24:00,무료,어선정박,주차장+화장실,,,2022-09-30
납읍리마을,제주시,애월읍,납읍리,납읍난대림 금산공원,공원,,제주특별자치도 제주시 애월읍 납읍리 1457-1,33.43367442,126.3301651,,1993-08-19,,,자연림의 원형을 보존하고 있는 천연기념물로서 울창한 상록수림이 특징,연중무휴,(평일+주말+공휴일)00:00~24:00,무료,자연공원,주차장+화장실+편의점,제주도청,064-120,2022-09-30
소길리마을,제주시,애월읍,소길리,풋감마을 소길리 농어촌체험마을,체험마을,제주특별자치도 제주시 애월읍 소길1길 15,제주특별자치도 제주시 애월읍 소길리 650-1,33.44005921,126.3798639,,,,,조용한 소길리에서 즐기는 풋감 천연염색체험 및 마을 탐방로,,(평일+주말)10:00~16:00,10000원,마을관광참여,화장실+주차장,,,2022-09-30
수산리마을,제주시,애월읍,수산리,물뫼힐링팜,농장,제주특별자치도 제주시 애월읍 예원로 51,제주특별자치도 제주시 애월읍 수산리 357-6,33.46454046,126.3964706,,,,,자연 및 농업과 함께 상생하며 다양한 치유 프로그램을 운영하고 있는 치유농장,,,"가격은 프로그램, 시간에 따라 다름",자연체험,화장실+주차장,물뫼힐링팜,,2022-09-30
신엄리마을,제주시,애월읍,신엄리,중엄리새물,관람+체험,제주특별자치도 제주시 애월읍 애월해안로 10-2,제주특별자치도 제주시 애월읍 신엄리 2719-3,33.47835963,126.369322,,,,,제주 올레길 16코스로 애월해안로에 위치하고 있다. 주상절리와 어우러진 해안 절경이 뛰어난 곳,,,무료,자연경관,공용주차장,제주도청,064-120,2022-09-30
신엄리마을,제주시,애월읍,신엄리,남두연대,문화재,,제주특별자치도 제주시 애월읍 신엄리 2780-1,33.47908138,126.3584369,,,,,아름다운 주변에 둘러쌓인 해안 절벽 위에 세워진 연대,,,무료,문화유적지,,제주도청,064-120,2022-09-30
신엄리마을,제주시,애월읍,신엄리,신엄포구,포구,,제주특별자치도 제주시 애월읍 신엄리 2841-13,33.4735454,126.352213,,,,,애월해안도로와 올레길 16코스 내에 위치한 포구,,,무료,자연경관,주차장,제주도청,064-120,2022-09-30
애월리마을,제주시,애월읍,애월리,애월연대,문화재,,제주특별자치도 제주시 애월읍 애월리 1975,33.465656,126.313004,,,,,횃불과 연기를 이용하여 정치·군사적으로 급한 소식을 전하던 통신수단 애월 연대,,,무료,문화유적지,,제주도청,064-120,2022-09-30
애월리마을,제주시,애월읍,애월리,한담해변,해변,,제주특별자치도 제주시 애월읍 애월리,"33.46223680748	",126.310043,,,,,해안길을 따라 산책할 수 있는 제주의 숨은 비경,,,무료,자연경관,공용주차장+화장실+음료대+유도 및 안내시설+경보 및 피난시설,제주도청,064-120,2022-09-30
어음2리마을,제주시,애월읍,어음2리,제주빅볼랜드,관람,제주특별자치도 제주시 애월읍 산록서로 15,제주특별자치도 제주시 애월읍 어음리 산3,33.38900799,126.3768643,,,,,커다란 공안에 들어가 언덕을 굴러 내려오는 레포츠,연중무휴,(평일+주말+공휴일)09:30~18:30,35000원(성인+빅조브)+30000원(조브),체험,공용주차장+현금결제+카드결제+화장실+무료WIFI+음료대+유도 및 안내시설+경보 및 피난시설,제주프라임제주,1588-6418,2022-09-30
어음2리마을,제주시,애월읍,어음2리,아르떼뮤지엄 제주,미술관,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503,33.39669863,126.345002,,,,,국내최대몰입형 미디어아트전시관,연중무휴,(평일+주말+공휴일)10:00~20:00,17000원(성인)+ 13000원(청소년)+10000원(어린이),미술관,,디스트릭트,064-799-9009,2022-09-30
어음2리마을,제주시,애월읍,어음2리,큰바리메,오름,,제주특별자치도 제주시 애월읍 어음리 산 21,33.37710974,126.388043,,,,,오름의 모양이 바리를 닮은 기생화산,,,무료,등산,화장실,제주도청,064-120,2022-09-30
어음2리마을,제주시,애월읍,어음2리,빌레못동굴,천연기념물,,제주특별자치도 제주시 애월읍 어음리 1391 ,33.40441053,126.3504243,,,,,"천연기념물 제342호이며 총 길이 11,749m의 세계에서 가장 긴 동굴이며 출입금지장소",,,,저연경관,,,,2022-09-30
